"","country_code","name","1950","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020"
"157",332,"Haiti",3221.27,3514.069,3866.162,4258.734,4676.237,5094.57,5643.175,6337.275,7037.915,7744.509,8463.802,9195.289,9949.318,10695.54,11402.533
"158",388,"Jamaica",1402.903,1540.957,1628.524,1756.508,1875.637,2028.019,2162.839,2335.51,2419.901,2533.705,2654.698,2740,2810.464,2891.024,2961.161
"159",474,"Martinique",222.003,245.682,281.626,311.122,325.014,327.837,325.448,339.881,358.457,368.728,387.016,397.191,394.666,378.483,375.265
"160",630,"Puerto Rico",2218.005,2195.521,2294.971,2507.537,2631.7,2844.925,3090.688,3263.173,3403.168,3567.691,3668.955,3631.885,3579.842,3381.512,2860.84
"161",662,"Saint Lucia",82.783,86.47,89.698,96.138,104.016,109.634,117.828,126.246,138.019,146.871,156.737,163.408,174.092,179.131,183.629
"162",670,"St. Vincent and the Grenadines",66.997,73.55,80.97,86.009,90.501,95.665,100.566,104.503,107.489,108.043,107.787,108.617,108.26,109.135,110.947
"163",780,"Trinidad and Tobago",645.626,739.703,847.973,911.742,945.357,1010.934,1084.743,1170.296,1221.121,1254.2,1267.159,1296.497,1328.144,1370.332,1399.491
"164",850,"United States Virgin Islands",26.792,29.669,33.137,50.226,64.723,86.47,99.089,105.279,103.755,107.388,108.73,107.801,106.086,104.95,104.423
"165",916,"Central America",37975.499,43859.273,51116.559,59622.904,69400.464,80129.062,91092.356,102296.696,113383.702,124553.726,135322.351,145950.549,157591.31,168949.156,179670.186
"166",84,"Belize",68.915,79.867,92.068,106.12,122.184,133.264,144.142,164.918,187.554,206.962,247.31,283.798,322.465,360.926,397.621
"167",188,"Costa Rica",945.683,1110.088,1330.787,1592.834,1847.394,2094.186,2389.973,2736.719,3119.436,3545.524,3962.369,4285.504,4577.371,4847.805,5094.114
"168",222,"El Salvador",2199.903,2432.877,2766.319,3201.31,3673.066,4154.689,4591.135,4936.803,5270.074,5628.602,5887.93,6052.124,6183.877,6325.121,6486.201
"169",320,"Guatemala",3114.956,3625.305,4210.751,4869.714,5621.794,6433.723,7283.456,8240.06,9263.82,10408.486,11650.744,13096.028,14630.42,16252.425,17915.567
"170",340,"Honduras",1546.719,1771.357,2038.636,2346.005,2716.652,3153.252,3678.274,4281.167,4955.302,5709.01,6574.51,7458.982,8317.467,9112.904,9904.608
"171",484,"Mexico",27944.671,32350.593,37771.861,44123.863,51493.565,59607.947,67761.367,75983.486,83943.135,91663.29,98899.845,106005.199,114092.961,121858.251,128932.753
"172",558,"Nicaragua",1294.994,1508.103,1773.132,2068.379,2406.523,2806.859,3265.52,3734.343,4173.435,4652.185,5069.31,5438.692,5824.058,6223.234,6624.554
"173",591,"Panama",859.658,981.083,1133.005,1314.679,1519.286,1745.142,1978.489,2219.2,2470.946,2739.667,3030.333,3330.222,3642.691,3968.49,4314.768
"174",931,"South America",113765.191,130120.237,148685.684,169823.171,192073.924,215134.418,240515.266,267951.819,295398.177,322302.316,348411.89,371804.635,392543.695,412362.69,430759.772
"175",32,"Argentina",17037.91,18789.415,20481.781,22159.644,23880.564,25865.775,27896.532,30216.284,32618.648,34828.168,36870.796,38892.924,40895.751,43075.416,45195.777
"176",68,"Bolivia (Plurinational State of)",3081.836,3331.036,3656.961,4038.865,4484.004,5001.413,5579.932,6179.46,6864.839,7622.334,8418.27,9232.301,10048.597,10869.732,11673.029
"177",76,"Brazil",53974.728,62533.92,72179.235,83373.533,95113.265,107216.209,120694.012,135274.083,149003.225,162019.889,174790.339,186127.108,195713.637,204471.759,212559.409
"178",152,"Chile",6598.518,7322.655,8132.988,8989.607,9783.134,10592.31,11419.35,12257.238,13274.617,14380.864,15342.35,16182.713,17062.531,17969.356,19116.209
"179",170,"Colombia",11981.576,13774.999,16057.714,18725.242,21480.064,24065.502,26900.508,29951.194,33102.569,36421.438,39629.965,42647.731,45222.699,47520.667,50882.884
"180",218,"Ecuador",3470.16,3956.625,4543.658,5243.98,6069.375,6994.331,7989.178,9066.1,10230.931,11455.205,12681.123,13825.839,15011.114,16212.022,17643.06
"181",254,"French Guiana",25.484,28.493,32.032,38.893,47.932,56.224,66.973,86.435,115.784,137.4,163.163,202.973,232.996,261.008,298.682
"182",328,"Guyana",406.559,482.562,571.813,651.865,704.93,745.847,780.153,770.439,743.306,761.298,746.718,746.156,749.43,767.433,786.559
"183",600,"Paraguay",1473.241,1673.667,1903.99,2172.309,2474.757,2791.236,3181.627,3676.206,4223.413,4776.838,5323.202,5824.095,6248.017,6688.746,7132.53
"184",604,"Peru",7777.452,8858.392,10155.011,11711.402,13459.789,15424.745,17547.612,19772.871,22071.433,24299.168,26459.944,27866.14,29027.68,30470.739,32971.846
"185",740,"Suriname",214.996,249.002,287.87,328.939,367.926,359.234,359.531,368.636,405.169,441.851,470.944,499.461,529.126,559.136,586.634
"186",858,"Uruguay",2238.501,2372.564,2538.648,2694.537,2809.799,2830.172,2915.389,3011.519,3109.598,3224.275,3319.734,3321.799,3359.273,3412.013,3473.727
"187",862,"Venezuela (Bolivarian Republic of)",5481.976,6744.704,8141.839,9692.281,11396.396,13189.511,15182.616,17319.513,19632.665,21931.087,24192.449,26432.445,28439.942,30081.827,28435.943
"188",36,"Australia",8177.348,9165.7,10242.07,11313.186,12793.03,13773.29,14588.4,15663.672,16960.6,17993.083,18991.434,20178.543,22154.687,23932.499,25499.881
"189",554,"New Zealand",1908.011,2136.388,2372.599,2626.649,2818.391,3082.622,3146.61,3268.234,3398.175,3674.94,3858.992,4135.353,4370.06,4614.527,4822.233
"190",928,"Melanesia",2493.453,2646.014,2908.933,3251.67,3654.63,4140.103,4697.81,5349.553,5973.197,6683.224,7473.493,8232.149,9187.934,10121.727,11122.99
"191",242,"Fiji",288.994,335.096,393.48,463.96,520.561,576.626,635.312,711.77,728.575,775.428,811.011,821.606,859.816,868.632,896.444
"192",540,"New Caledonia",64.823,67.743,78.059,91.194,105.323,130.269,145.141,155.985,170.335,193.296,217.263,236.441,253.529,271.062,285.491
"193",598,"Papua New Guinea",2002.147,2086.253,2255.858,2485.433,2783.132,3139.944,3571.209,4081.022,4615.843,5187.063,5847.59,6494.902,7310.512,8107.772,8947.027
"194",90,"Solomon Islands",89.793,102.001,117.847,136.815,160.24,193.401,230.55,270.787,311.869,359.276,412.665,469.918,527.861,603.133,686.878
"195",548,"Vanuatu",47.696,54.921,63.689,74.268,85.374,99.863,115.598,129.989,146.575,168.161,184.964,209.282,236.216,271.128,307.15
"196",954,"Micronesia",155.57,171.104,191.239,218.65,248.182,272.159,303.502,355.291,416.764,454.92,484.779,498.296,503.58,522.926,548.927
"197",316,"Guam",59.653,62.647,66.733,74.828,83.875,93.351,104.134,116.576,130.48,145.559,155.323,158.406,159.439,161.851,168.783
"198",296,"Kiribati",33.05,36.566,41.196,46.429,51.142,55.114,59.296,63.989,72.394,77.716,84.405,92.319,102.93,110.927,119.446
"199",583,"Micronesia (Fed. States of)",32.004,37.88,44.51,52.224,61.415,63.122,72.936,85.641,96.304,107.535,107.405,106.135,102.916,108.886,115.021
"200",957,"Polynesia",241.513,273.484,306.791,358.539,407.992,442.101,475.762,514.291,549.958,583.462,616.389,645.872,656.808,667.014,683.778
"201",258,"French Polynesia",60.27,68.847,78.08,93.442,110.49,131.229,153.298,177.024,199.906,218.064,240.681,258.78,266.449,273.119,280.904
"202",882,"Samoa",82.106,94.186,108.627,127.055,143.146,151.353,155.522,159.995,162.797,170.05,174.454,179.722,185.944,193.51,198.41
"203",776,"Tonga",47.217,55.323,61.574,74.348,84.344,88.321,92.966,93.896,95.069,95.972,97.962,100.908,103.981,100.78,105.697
"204",923,"Eastern Europe",220170.508,237069.843,253510.721,266938.299,276164.934,285377.377,294734.201,303239.024,309808.642,309435.124,303918.405,297500.556,294872.867,294390.75,293013.21
"205",112,"Belarus",7745.004,7747.215,8124.881,8505.724,8913.549,9252.78,9569.847,9901.493,10151.135,10077.606,9871.635,9562.083,9420.576,9439.424,9449.321
"206",100,"Bulgaria",7250.996,7561.487,7885.607,8222.588,8507.541,8738.386,8878.787,8975.353,8841.466,8379.305,7997.951,7686.964,7425.011,7199.739,6948.445
"207",203,"Czechia",8902.62,9361.778,9590.178,9811.375,9817.667,10069.96,10349.084,10331.144,10340.877,10358.19,10289.374,10258.165,10536.514,10601.39,10708.982
"208",348,"Hungary",9337.718,9828.498,10000.989,10169.802,10366.099,10526.777,10754.286,10566.321,10377.135,10349.308,10220.509,10085.942,9927.38,9777.925,9660.35
"209",616,"Poland",24824.007,27269.742,29614.201,31360.903,32639.262,33970.73,35539.723,37133.86,37960.193,38458.642,38556.699,38368.957,38329.784,38034.076,37846.605
"210",498,"Republic of Moldova",2341.009,2627.008,3004.446,3336.593,3595.549,3840.046,4011.085,4216.244,4365.562,4340.602,4202.659,4159.296,4086.09,4070.705,4033.963
"211",642,"Romania",16236.289,17483.935,18613.945,19379.575,20548.912,21665.64,22615.644,23071.258,23489.156,22964.747,22137.423,21417.287,20471.86,19925.182,19237.682
"212",643,"Russian Federation",102798.649,111355.301,119871.7,126503.741,130148.65,133804.859,138053.143,142957.289,147531.562,148227.471,146404.89,143672.125,143479.273,144985.059,145934.46
"213",703,"Slovakia",3436.576,3815.396,4140.128,4383.446,4538.843,4752.537,4996.73,5166.787,5288.455,5375.47,5399.207,5398.962,5404.293,5435.614,5459.643
"214",804,"Ukraine",37297.64,40019.483,42664.646,45264.552,47088.862,48755.662,49965.872,50919.275,51463.101,50903.783,48838.058,46890.775,45792.086,44921.636,43733.759
"215",924,"Northern Europe",78007.08,79447.023,81727.075,84781.5,87251.322,88911.995,89798.441,90611.323,92036.273,93176.744,94454.223,96307.37,100398.301,103518.956,106261.271
"216",830,"Channel Islands",102.235,105.608,109.419,114.989,121.2,126.42,128.204,133.8,140.677,143.48,148.439,151.674,159.718,165.387,173.859
"217",208,"Denmark",4268.281,4440.779,4581.099,4760.461,4931.239,5062.731,5123.945,5114.25,5141.117,5232.709,5341.192,5421.701,5554.849,5688.695,5792.203
"218",233,"Estonia",1100.997,1159.233,1216.82,1290.406,1360.206,1422.052,1474.438,1522.405,1565.246,1433.026,1399.111,1355.65,1332.103,1315.33,1326.539
"219",246,"Finland",4008.292,4238.274,4434.593,4568.604,4612.365,4718.744,4788.247,4911.22,4996.22,5119.012,5187.953,5258.933,5365.784,5481.128,5540.718
"220",352,"Iceland",142.657,157.641,175.584,192.315,204.423,218.079,228.256,241.587,255.044,267.627,280.439,294.976,320.342,330.237,341.25
"221",372,"Ireland",2912.682,2873.41,2791.39,2823.644,2908.43,3137.181,3384.76,3510.978,3510.881,3592.18,3783.095,4141.218,4554.33,4652.42,4937.796
"222",428,"Latvia",1926.568,2001.57,2129.584,2266.938,2378.022,2469.439,2521.381,2580.763,2664.447,2508.476,2384.15,2251.996,2118.855,1997.675,1886.202
"223",440,"Lithuania",2567.407,2628.752,2769.879,2966.165,3136.585,3298.883,3430.76,3562.399,3696.035,3626.609,3501.842,3344.259,3123.825,2931.872,2722.291
"224",578,"Norway",3265.274,3430.335,3582.508,3724.457,3876.049,4008.026,4086.07,4153.111,4247.286,4366.996,4499.375,4632.359,4885.878,5199.827,5421.242
"225",752,"Sweden",7009.913,7262.625,7482.536,7745.678,8054.909,8197.341,8316.331,8357.65,8567.375,8836.421,8881.642,9038.627,9390.157,9764.949,10099.27
"226",826,"United Kingdom",50616.019,51063.907,52370.595,54240.855,55573.455,56152.325,56209.164,56413.555,57134.377,57932.45,58923.305,60287.953,63459.801,65860.149,67886.004
"227",925,"Southern Europe",108737.286,113365.958,117760.615,122876.335,127475.179,133229.27,138555.094,141883.584,143503.834,144332.477,144846.713,149676.168,153015.518,153064.873,152215.243
"228",8,"Albania",1263.164,1419.991,1636.091,1896.175,2150.704,2411.733,2682.697,2969.671,3286.07,3112.923,3129.246,3086.81,2948.029,2890.524,2877.8
"229",70,"Bosnia and Herzegovina",2661.296,2936.3,3225.664,3535.632,3760.536,3985.107,4179.85,4392.135,4463.422,3829.049,3751.176,3765.332,3705.478,3429.362,3280.815
"230",191,"Croatia",3850.294,4030.42,4192.641,4328.928,4423.069,4500.871,4598.125,4716.123,4776.37,4616.763,4428.075,4378.066,4328.163,4232.874,4105.268
"231",300,"Greece",7668.792,8011.132,8273.628,8453.819,8663.568,9014.091,9627.004,9968.233,10225.99,10745.502,11082.103,11224.8,10887.64,10659.737,10423.056
"232",380,"Italy",46598.599,48335.577,49699.947,51677.247,53518.966,55265.28,56349.352,56936.776,57048.237,57174.412,56692.178,58281.209,59325.232,60578.489,60461.828
"233",470,"Malta",311.998,313.523,312.973,322.238,320.548,322.358,331.494,346.254,362.017,376.893,393.649,404.659,414.257,433.559,441.539
"234",499,"Montenegro",394.739,443.796,487.416,533.821,519.702,554.259,580.757,614.011,615.004,620.419,613.558,616.388,624.279,626.957,628.062
"235",807,"North Macedonia",1254.444,1392.461,1488.67,1592.437,1720.805,1803.008,1924.203,1981.536,1996.218,1983.259,2034.823,2060.28,2070.737,2079.335,2083.38
"236",620,"Portugal",8416.971,8625.538,8844.638,8862.277,8651.334,9172.24,9750.966,9929.176,9895.358,10091.322,10297.117,10508.494,10596.055,10368.346,10196.707
"237",688,"Serbia",6732.252,7234.917,7556.732,7835.085,8119.865,8497.172,8908.295,9253.396,9517.677,9884.145,9487.612,9193.818,8991.258,8876.777,8737.37
"238",705,"Slovenia",1473.093,1527.207,1586.628,1629.439,1669.584,1742.621,1835.842,1945.129,2006.404,1991.126,1987.71,1994.979,2043.336,2071.199,2078.932
"239",724,"Spain",28069.734,29048.392,30402.413,32146.255,33883.749,35879.21,37698.2,38733.866,39202.524,39787.413,40824.745,44019.118,46931.011,46671.919,46754.783
"240",926,"Western Europe",142413.985,146795.94,152408.555,160187.057,166027.935,169376.815,170478.78,171850.255,175509.662,180050.088,182338.687,185803.787,188126.312,192084.399,196146.321
"241",40,"Austria",6936.442,6953.404,7070.773,7305.154,7516.238,7637.686,7609.75,7614.874,7723.954,7990.113,8069.276,8253.656,8409.945,8678.667,9006.4
"242",56,"Belgium",8637.521,8887.275,9167.361,9443.948,9632.179,9771.582,9868.999,9916.577,10006.545,10186.304,10282.046,10546.885,10938.735,11287.931,11589.616
"243",250,"France",41833.873,43411.377,45673.147,48746.653,50763.921,52688.575,53868.006,55254.838,56666.861,57801.887,59015.092,61120.128,62879.535,64453.194,65273.512
"244",276,"Germany",69966.252,71537.454,73414.229,76258.034,78578.381,78856.031,78283.101,77691.591,79053.984,81138.653,81400.883,81602.739,80827.001,81787.411,83783.945
"245",442,"Luxembourg",296.005,305.262,314.585,330.16,339.672,353.984,364.048,366.882,381.78,408.145,436.106,457.848,507.89,566.741,625.976
"246",528,"Netherlands",10042.051,10709.621,11448.815,12248.333,13001.941,13683.287,14148.41,14513.947,14965.442,15467.852,15926.188,16367.153,16682.927,16938.492,17134.873
"247",756,"Switzerland",4668.089,4957.07,5280.683,5812.844,6150.848,6337.031,6283.833,6435.424,6652.873,6995.519,7143.764,7386.818,7808.674,8296.775,8654.618
"248",124,"Canada",13733.398,15673.764,17847.404,19627.973,21374.326,23059.266,24416.885,25744.807,27541.323,29164.153,30588.379,32164.313,34147.566,36026.668,37742.157
"249",840,"United States of America",158804.397,171685.337,186720.57,199733.679,209513.34,219081.25,229476.36,240499.822,252120.309,265163.741,281710.914,294993.509,309011.469,320878.312,331002.647
